"currency","identifier","row","year","mean_ichange_proportional","lower_ichange_proportional","upper_ichange_proportional","k"
"scaled_energy","bbs_rtrg_1_2",31,2001,-0.0650122552652817,-0.0673420131556506,-0.0624251597665987,5
"scaled_energy","bbs_rtrg_1_2",32,2002,-0.0653256385638888,-0.067493949708725,-0.0627981820558408,5
"scaled_energy","bbs_rtrg_1_2",33,2003,-0.0633406867185488,-0.0653648795859648,-0.0610455739908262,5
"scaled_energy","bbs_rtrg_1_2",34,2004,-0.059116585475484,-0.0609472709747207,-0.056990949454225,5
"scaled_energy","bbs_rtrg_1_2",35,2005,-0.0527969301885263,-0.0544142003031245,-0.0507136470218749,5
"scaled_energy","bbs_rtrg_1_2",36,2006,-0.0446080457129133,-0.0461247856846128,-0.0426324076963825,5
"scaled_energy","bbs_rtrg_1_2",37,2007,-0.0348554063224193,-0.0364834035982163,-0.0327913877144013,5
"scaled_energy","bbs_rtrg_1_2",38,2008,-0.0239170649052656,-0.0257522012741232,-0.0215224397304082,5
"scaled_energy","bbs_rtrg_1_2",39,2009,-0.0122328615563774,-0.014267027622219,-0.00946965541468078,5
"scaled_energy","bbs_rtrg_1_2",40,2010,-0.000288245136819694,-0.00291282992301927,0.00280079390279084,5
"scaled_energy","bbs_rtrg_1_2",41,2011,0.0114081501914787,0.00820516729717347,0.0147506728727165,5
"scaled_energy","bbs_rtrg_1_2",42,2012,0.0223534689482019,0.0187187814035746,0.0261174061449999,5
"scaled_energy","bbs_rtrg_1_2",43,2013,0.0320856614193041,0.0280732306170604,0.036170682791759,5
"scaled_energy","bbs_rtrg_1_2",44,2014,0.0402232232997737,0.0358991305109522,0.0445671496883079,5
"scaled_energy","bbs_rtrg_1_2",45,2015,0.0465075009903232,0.0419455240695293,0.0510450116058694,5
"scaled_energy","bbs_rtrg_1_2",46,2016,0.0508449208283141,0.0461195480075104,0.0555121963903399,5
"scaled_energy","bbs_rtrg_1_2",47,2017,0.0533465420623037,0.0485273815710414,0.0581047976303029,5
"scaled_energy","bbs_rtrg_1_2",48,2018,0.0543631093202745,0.0495061589250155,0.0591664826225291,5
"abundance","bbs_rtrg_1_3",2,1991,2.33395180486476,1.77439919331972,2.94247163385782,5
"abundance","bbs_rtrg_1_3",3,1992,0.0116878859528959,-0.00158576078407967,0.0260162007366374,5
"abundance","bbs_rtrg_1_3",4,1994,-0.0527889771882265,-0.0850241846591916,-0.020347254891279,5
"abundance","bbs_rtrg_1_3",5,1996,-0.0832810221374348,-0.116921740206891,-0.0546658135261619,5
"abundance","bbs_rtrg_1_3",6,1997,-0.0283244092093717,-0.0425561269626488,-0.0138037834610322,5
"abundance","bbs_rtrg_1_3",7,2001,0.0850087547946733,0.0465077874239594,0.136921343864574,5
"abundance","bbs_rtrg_1_3",8,2002,0.070512448792752,0.0583394246418266,0.0874352180626095,5
"abundance","bbs_rtrg_1_3",9,2007,0.474540623476968,0.395468456505674,0.558084240541009,5
"abundance","bbs_rtrg_1_3",10,2008,0.0334765067220049,0.020763925519829,0.0464161921370882,5
"abundance","bbs_rtrg_1_3",11,2010,-0.006298275577861,-0.0454624959343528,0.02820319157651,5
"abundance","bbs_rtrg_1_3",12,2011,-0.0279091343959704,-0.0528397342801879,-0.00706913742914023,5
"abundance","bbs_rtrg_1_3",13,2012,-0.0346890150380257,-0.0608796264957865,-0.0129277226809228,5
"scaled_energy","bbs_rtrg_1_3",2,1991,2.75092729405082,2.09516120866124,3.47434282748059,5
"scaled_energy","bbs_rtrg_1_3",3,1992,-0.00968057149957193,-0.0233595131153428,0.00726236042829194,5
"scaled_energy","bbs_rtrg_1_3",4,1994,-0.110175392405634,-0.136867223019539,-0.0781965859040023,5
"scaled_energy","bbs_rtrg_1_3",5,1996,-0.140439312761582,-0.165555430040495,-0.108747285086992,5
"scaled_energy","bbs_rtrg_1_3",6,1997,-0.0511201597167994,-0.0621506437402873,-0.0375068377583738,5
"scaled_energy","bbs_rtrg_1_3",7,2001,0.0732701798674105,0.032331233718727,0.109826175630091,5
"scaled_energy","bbs_rtrg_1_3",8,2002,0.0879861545643757,0.0738857536347552,0.101670416389093,5
"scaled_energy","bbs_rtrg_1_3",9,2007,0.626976721487425,0.537759201055565,0.72331958811675,5
"scaled_energy","bbs_rtrg_1_3",10,2008,0.0366973987440736,0.0263506498520961,0.0502707546323905,5
"scaled_energy","bbs_rtrg_1_3",11,2010,-0.0264673187893331,-0.054584424586191,0.010330101864512,5
"scaled_energy","bbs_rtrg_1_3",12,2011,-0.0466948530035473,-0.0662412066993766,-0.0242212725446511,5
"scaled_energy","bbs_rtrg_1_3",13,2012,-0.0557794868869075,-0.0766712308665825,-0.032078642633449,5
